station,glatos_array,station_no,consecutive_deploy_no,intend_lat,intend_long,deploy_lat,deploy_long,recover_lat,recover_long,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,ins_model_no,glatos_ins_frequency,ins_serial_no,deployed_by,comments,glatos_seasonal,glatos_project,glatos_vps
HAM-035,HAM,35,5,,,43.26228,-79.77238,,,2020-07-03 23:40:00,2021-06-17 17:45:00,2,,,VR2W,69,131522,,"",No,HAMLO,No
SOM-002,SOM,2,1,,,44.97845,-85.57905,,,2020-07-06 18:47:00,2021-07-20 17:11:00,117.4,,,V2AR,69,549206,,,No,GTCOR,NO
SOM-001,SOM,1,1,,,44.97939,-85.59614,,,2020-07-06 19:01:00,2021-07-20 16:42:00,48.3,,,V2AR,69,549207,,,No,GTCOR,NO
SOM-003,SOM,3,1,,,44.97770,-85.56612,,,2020-07-06 19:26:00,2021-07-20 17:36:00,83.8,,,V2AR,69,549208,,,No,GTCOR,NO
SOM-004,SOM,4,1,,,44.97641,-85.55382,,,2020-07-06 19:34:00,2021-07-20 18:02:00,51.8,,,V2AR,69,549209,,,No,GTCOR,NO
SOM-005,SOM,5,1,,,44.97540,-85.54081,,,2020-07-06 19:45:00,2021-07-20 18:18:00,114.9,,,V2AR,69,549210,,,No,GTCOR,NO
SOM-006,SOM,6,1,,,44.97453,-85.52839,,,2020-07-06 19:56:00,2021-07-21 18:36:00,22.6,,,VR2W,69,113707,,,No,GTCOR,NO
GTW-002,GTW,2,2,,,44.93653,-85.58843,,,2020-07-06 20:58:00,2021-07-23 12:14:00,31.1,,,VR2W,69,113209,,,No,GTCOR,NO
LPB-004,LPB,4,2,,,41.87153,-83.36764,41.87153,-83.36764,2020-07-07 14:51:00,2020-11-18 16:55:00,1.7,0.3,1.4,VR2Tx,69,483211,Buszkiewicz J,"",Yes,LEGRC,No
PLC-021,PLC,21,2,,,41.88850,-83.35207,41.88850,-83.35207,2020-07-07 15:14:00,2020-11-18 17:55:00,7.7,0.3,7.4,VR2Tx,69,482261,Buszkiewicz J,"",Yes,LEGRC,No
PLC-020,PLC,20,3,,,41.88668,-83.36000,41.88668,-83.36000,2020-07-07 15:25:00,2020-11-18 18:00:00,1.3,0.3,1,VR2Tx,69,483216,Buszkiewicz J,"",Yes,LEGRC,No
CE1-055,CE1,55,13,,,43.63271,-79.32354,,,2020-07-08 03:59:00,,,,,VR2W,69,105468,,,No,THFHA,No
GTM-001,GTM,1,2,,,45.20789,-85.52141,,,2020-07-08 13:38:00,2021-07-22 16:51:00,11,,,VR2W,69,109899,,,No,GTCOR,NO
GTM-002,GTM,2,2,,,45.20801,-85.50614,,,2020-07-08 13:57:00,2021-07-22 16:33:00,31.8,,,VR2W,69,120593,,,No,GTCOR,NO
GTM-003,GTM,3,2,,,45.20816,-85.49072,,,2020-07-08 14:21:00,2021-07-22 16:00:00,34.8,,,V2AR,69,549211,,,No,GTCOR,NO
GTM-004,GTM,4,2,,,45.20813,-85.47546,,,2020-07-08 14:46:00,2021-07-22 15:45:00,38.9,,,V2AR,69,548898,,,No,GTCOR,NO
GTM-005,GTM,5,2,,,45.20798,-85.46013,,,2020-07-08 15:35:00,2021-07-22 15:20:00,35.7,,,V2AR,69,548892,,,No,GTCOR,NO
GTM-006,GTM,6,2,,,45.20808,-85.44464,,,2020-07-08 16:25:00,2021-07-22 15:08:00,29.6,,,VR2W,69,119369,,,No,GTCOR,NO
GTM-008,GTM,8,2,,,45.20705,-85.40658,,,2020-07-08 17:10:00,2021-07-22 14:23:00,17.7,,,VR2W,69,109968,,,No,GTCOR,NO
GTM-007,GTM,7,2,,,45.20812,-85.42950,,,2020-07-08 17:27:00,2021-07-22 14:46:00,25,,,VR2W,69,119398,,,No,GTCOR,NO
GTO-005,GTO,5,2,,,45.13103,-85.48431,,,2020-07-08 18:14:00,2021-07-28 13:25:00,68.6,,,V2AR,69,548893,,,No,GTCOR,NO
GTO-008,GTO,8,2,,,45.09246,-85.52067,,,2020-07-08 19:00:00,2021-07-28 12:40:00,83.7,,,V2AR,69,549212,,,No,GTCOR,NO
GTO-009,GTO,9,2,,,45.09317,-85.45753,,,2020-07-08 19:28:00,2021-07-28 13:05:00,107.3,,,V2AR,69,549213,,,No,GTCOR,NO
GTO-013,GTO,13,2,,,45.05318,-85.42699,,,2020-07-08 20:24:00,2021-07-21 20:27:00,71.3,,,V2AR,69,548895,,,No,GTCOR,NO
GTE-007,GTE,7,2,,,44.78083,-85.52862,,,2020-07-09 13:42:00,2021-07-21 14:34:00,87,,,V2AR,69,548897,,,No,GTCOR,NO
BAR-130,BAR,130,3,,,46.94906,-84.50346,,,2020-07-09 14:05:00,2021-08-17 15:24:00,2.5,1,1.5,VR2TX,69,481542,Gardner W,synch tag A69-1601-63542,Yes,LSELS,No
BAR-134,BAR,134,1,,,46.93898,-84.51973,,,2020-07-09 14:05:00,2021-08-17 16:31:00,4.5,1,3.5,VR2TX,69,484542,Gardner W,synch tag A69-1601-62063,No,LSELS,No
GTE-006,GTE,6,2,,,44.81987,-85.49610,,,2020-07-09 14:32:00,2021-07-21 14:15:00,81.1,,,V2AR,69,548809,,,No,GTCOR,NO
MPT-001,MPT,1,11,,,44.15147,-77.31048,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126965,"","",No,ELOMA,No
PBY-001,PBY,1,4,,,44.00692,-77.68596,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126988,"","",No,ELOMA,No
TNN-001,TNN,1,9,,,44.10920,-77.49803,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126979,"","",No,ELOMA,No
TNN-002,TNN,2,10,,,44.11262,-77.50018,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126957,"","",No,ELOMA,No
TNT-001,TNT,1,7,,,44.09992,-77.57183,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,131934,"","",No,ELOMA,No
TRR-001,TRR,1,3,,,44.10812,-77.58181,,,2020-07-09 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126961,"","",No,ELOMA,No
GTE-005,GTE,5,2,,,44.85868,-85.46339,,,2020-07-09 15:22:00,2021-07-21 13:44:00,97.7,,,V2AR,69,548891,,,No,GTCOR,NO
GTE-004,GTE,4,2,,,44.89795,-85.43279,,,2020-07-09 15:47:00,2021-07-21 13:16:00,7.2,,,VR2W,69,109921,,,No,GTCOR,NO
GTE-003,GTE,3,2,,,44.93664,-85.40444,,,2020-07-09 16:11:00,2021-07-21 16:23:00,8.8,,,VR2W,69,122278,,,No,GTCOR,NO
GTE-002,GTE,2,2,,,44.93633,-85.46072,,,2020-07-09 17:09:00,2021-07-21 15:10:00,188.2,,,V2AR,69,548771,,,No,GTCOR,NO
GTE-001,GTE,1,2,,,44.97601,-85.42825,,,2020-07-09 19:24:00,2021-07-21 16:41:00,148.2,,,V2AR,69,548767,,,No,GTCOR,NO
GTO-016,GTO,16,2,,,45.01432,-85.46055,,,2020-07-09 20:16:00,2021-07-21 17:40:00,115.8,,,V2AR,69,548765,,,No,GTCOR,NO
GTO-015,GTO,15,2,,,45.01441,-85.52292,,,2020-07-09 21:09:00,2021-07-21 18:08:00,47.2,,,V2AR,69,548899,,,No,GTCOR,NO
GTW-003,GTW,3,2,,,44.90018,-85.61847,,,2020-07-10 12:38:00,2021-07-20 15:36:00,49.9,,,V2AR,69,548900,,,No,GTCOR,NO
GTW-005,GTW,5,2,,,44.82010,-85.62297,,,2020-07-10 13:09:00,2021-07-19 18:34:00,94.1,,,V2AR,69,548749,,,No,GTCOR,NO
GTO-011,GTO,11,2,,,45.05255,-85.55830,,,2020-07-10 17:55:00,2021-07-21 19:30:00,48,,,V2AR,69,548782,,,No,GTCOR,NO
GTO-014,GTO,14,2,,,45.01462,-85.58648,,,2020-07-10 18:23:00,2021-07-21 19:08:00,71.9,,,V2AR,69,548808,,,No,GTCOR,NO
MEN-003,MEN,3,17,45.09706,-87.60504,45.09706,-87.60504,45.09706,-87.60504,2020-07-13 14:30:00,2020-10-27 18:00:00,,,,VR2TX,69,481998,"","",No,GBSTG,No
MEN-004,MEN,4,13,45.10167,-87.62726,45.10167,-87.62726,45.10167,-87.62726,2020-07-13 14:30:00,2020-10-27 17:00:00,,,,VR2TX,69,481720,"","",No,GBSTG,No
LML-003,LML,3,6,,,45.10561,-87.63427,,,2020-07-13 15:05:00,2020-10-28 13:50:00,,,,VR2W,69,124509,,,No,LMLSM,NO
MEN-005,MEN,5,8,45.09413,-87.59253,45.09413,-87.59253,45.09413,-87.59253,2020-07-13 15:30:00,2020-10-26 13:50:00,,,,VR2W,69,103687,"","",No,GBSTG,No
LNR-213,LNR,213,7,,,43.21383,-79.05941,,,2020-07-13 18:06:00,2021-07-08 16:16:00,,,,VR2W,69,546795,,,No,LNRLS,No
LNR-210,LNR,210,7,,,43.22858,-79.05108,,,2020-07-13 18:30:00,2021-07-08 16:40:00,,,,VR2W,69,546794,,,No,LNRLS,No
HRR-006,HRR,6,2,,,46.98387,-87.88383,,,2020-07-13 18:31:00,2021-06-01 16:00:00,59.74,,52.12,VR2AR,69,548747,,,Yes,SSKWP,NO
HRR-005,HRR,5,2,,,46.97043,-87.88481,,,2020-07-13 18:41:00,2021-06-01 16:00:00,50,,44.8,VR2AR,69,546310,,,Yes,SSKWP,NO
HRR-004,HRR,4,2,,,46.95687,-87.88560,,,2020-07-13 18:53:00,2021-06-01 16:00:00,42.7,,17.99,VR2AR,69,548725,,,Yes,SSKWP,NO
HRR-003,HRR,3,2,,,46.94378,-87.88669,,,2020-07-13 19:04:00,2021-06-01 16:00:00,25.9,,19.81,VR2AR,69,548761,,,Yes,SSKWP,NO
BEJ-005,BEJ,5,2,,,47.25923,-87.96998,,,2020-07-13 19:26:00,2021-06-01 16:00:00,54.2,,48.2,VR2AR,69,548210,,,Yes,SSKWP,NO
HRR-002,HRR,2,2,,,46.93049,-87.88897,,,2020-07-13 19:32:00,2021-06-01 16:00:00,5.8,,4,VR2AR,69,547572,,,Yes,SSKWP,NO
HRR-001,HRR,1,2,,,46.91719,-87.89336,,,2020-07-13 19:43:00,2021-06-01 16:00:00,8.23,,12.5,VR2AR,69,546908,,,Yes,SSKWP,NO
BEJ-006,BEJ,6,2,,,47.25072,-87.95462,,,2020-07-13 19:55:00,2021-06-01 16:00:00,54.9,,48.8,VR2AR,69,548175,,,Yes,SSKWP,NO
CHR-002,CHR,2,2,,,47.47740,-87.89607,,,2020-07-14 02:11:00,2021-06-01 16:00:00,19.398,,18.9405,VR2Tx,69,483816,,,Yes,SSKWP,NO
LNR-313,LNR,313,4,,,43.33599,-79.11236,,,2020-07-14 15:00:00,2021-07-01 14:40:00,,,,VR2W,69,124300,,,No,LNRLS,No
FOX-001,FOX,1,15,44.49796,-88.02257,44.49796,-88.02257,44.49796,-88.02257,2020-07-14 17:00:00,2020-10-26 15:30:00,,,,VR2W,69,101203,"","",No,GBSTG,No
FOX-002,FOX,2,15,44.53346,-88.00710,44.53346,-88.00710,44.53346,-88.00710,2020-07-14 17:00:00,2020-10-27 16:00:00,,,,VR2W,69,115532,"","",No,GBSTG,No
GBE-003,GBE,3,1,44.82114,-87.89672,44.82114,-87.89672,44.82114,-87.89672,2020-07-14 18:30:00,2020-11-02 14:00:00,,,,VR2TX,69,484933,"","",Yes,GBSTG,No
PES-004,PES,4,15,45.05370,-87.74698,45.05370,-87.74698,45.05370,-87.74698,2020-07-14 18:50:00,2021-11-23 15:00:00,,,,VR2W,69,114406,"","",No,GBSTG,No
OCO-003,OCO,3,13,44.85765,-88.05332,44.85765,-88.05332,44.85765,-88.05332,2020-07-14 19:00:00,2020-11-02 14:00:00,,,,VR2W,69,108361,"","",No,GBSTG,No
BBN-009,BBN,9,7,,,46.89779,-84.55768,,,2020-07-15 15:37:00,,32.7,1,31.7,VR2W,69,126015,Gardner W,"",No,LSELS,No
UVM-015,UVM,15,2,,,44.44957,-73.28005,,,2020-07-15 16:00:00,,24,,,VR2W,69,126810,,,No,LCTRT,No
UVM-022,UVM,22,2,,,44.49473,-73.26653,,,2020-07-15 16:00:00,,10.8,,,VR2W,69,125209,,,No,LCTRT,No
UVM-023,UVM,23,1,,,44.44463,-73.24582,,,2020-07-15 16:00:00,,14,,,VR2W,69,125211,,,No,LCTRT,No
BBN-102,BBN,102,4,,,46.90249,-84.58777,,,2020-07-15 17:05:00,2021-08-04 14:54:00,39.7,1,38.1,VR2W,69,124723,Gardner W,"",No,LSELS,No
BBN-072,BBN,72,5,,,46.92521,-84.58105,,,2020-07-15 17:56:00,2021-07-28 16:15:00,13,1,12,VR2W,69,119669,Gardner W,"",No,LSELS,No
OCO-002,OCO,2,18,44.88435,-87.86362,44.86175,-87.96847,44.86175,-87.96847,2020-07-15 19:20:00,2020-11-19 14:30:00,,,,VR2W,69,114407,"","",No,GBSTG,No
PES-006,PES,6,11,45.02852,-87.71670,45.02852,-87.71670,45.02852,-87.71670,2020-07-15 19:30:00,2020-11-19 14:30:00,,,,VR2TX,69,484961,"","",No,GBSTG,No
BEJ-004,BEJ,4,2,,,47.26868,-87.98444,,,2020-07-15 19:35:00,2021-06-01 16:00:00,60.7,,54.6,VR2AR,69,548716,,,Yes,SSKWP,NO
BEJ-003,BEJ,3,2,,,47.27850,-87.99745,,,2020-07-15 19:44:00,2021-06-01 16:00:00,61.9,,56.8,VR2AR,69,548627,,,Yes,SSKWP,NO
BEJ-002,BEJ,2,2,,,47.28702,-88.01225,,,2020-07-15 19:52:00,2021-06-01 16:00:00,24.4,,16.4,VR2AR,69,548733,,,Yes,SSKWP,NO
BEJ-001,BEJ,1,2,,,47.29574,-88.02777,,,2020-07-15 20:01:00,2021-06-01 16:00:00,8.2,,6.4,VR2AR,69,547608,,,Yes,SSKWP,NO
TRP-006,TRP,6,2,,,47.09662,-88.14881,,,2020-07-15 20:53:00,2021-06-01 16:00:00,57.3,,51.2,VR2AR,69,548721,,,Yes,SSKWP,NO
TRP-005,TRP,5,2,,,47.10429,-88.16508,,,2020-07-15 21:03:00,2021-06-01 16:00:00,41.8,,35.7,VR2AR,69,548621,,,Yes,SSKWP,NO
TRP-004,TRP,4,2,,,47.11167,-88.18124,,,2020-07-15 21:13:00,2021-06-01 16:00:00,64.9,,58.8,VR2AR,69,548604,,,Yes,SSKWP,NO
TRP-003,TRP,3,2,,,47.11969,-88.19722,,,2020-07-15 21:24:00,2021-06-01 16:00:00,91.5,,85.4,VR2AR,69,548772,,,Yes,SSKWP,NO
TRP-002,TRP,2,2,,,47.12677,-88.21365,,,2020-07-15 21:31:00,2021-06-01 16:00:00,68.6,,62.6,VR2AR,69,548776,,,Yes,SSKWP,NO
TRP-001,TRP,1,2,,,47.13489,-88.22908,,,2020-07-15 21:40:00,2021-06-01 16:00:00,20.7,,17.6,VR2AR,69,548612,,,Yes,SSKWP,NO
PES-003,PES,3,15,44.99420,-87.68385,44.99420,-87.68385,44.99420,-87.68385,2020-07-16 14:30:00,2020-10-26 15:00:00,,,,VR2TX,69,484922,"","",No,GBSTG,No
PES-001,PES,1,19,44.98829,-87.66549,44.98829,-87.66549,44.98829,-87.66549,2020-07-16 20:00:00,2020-10-29 18:00:00,,,,VR2W,69,131981,"","",No,GBSTG,No
PES-005,PES,5,7,44.97390,-87.65485,44.97390,-87.65485,44.97390,-87.65485,2020-07-16 20:00:00,2020-10-26 15:30:00,,,,VR2W,69,114409,"","",Yes,GBSTG,No
OCO-001,OCO,1,18,44.88435,-87.86362,44.88435,-87.86362,44.88435,-87.86362,2020-07-16 20:10:00,2020-10-29 18:00:00,,,,VR2W,69,101202,"","",No,GBSTG,No
MOR-001,MOR,1,3,,,44.15860,-77.38483,,,2020-07-17 15:00:00,2021-06-11 14:00:00,,,,VR2W,69,126959,"","",No,ELOMA,No
EMD-080,EMD,80,16,,,43.63258,-79.32763,,,2020-07-18 03:59:00,2021-04-09 04:00:00,,,,VR2W,69,131489,,,No,THFHA,No
CE1-054,CE1,54,10,,,43.62997,-79.32591,,,2020-07-20 03:59:00,2020-07-21 04:00:00,,,,VR2W,69,132817,,,No,THFHA,No
MWF-051,MWF,51,18,,,43.63881,-79.37734,,,2020-07-20 03:59:00,2021-04-19 04:00:00,,,,VR2W,69,113144,,,No,THFHA,No
LNR-215,LNR,215,8,,,43.20290,-79.05352,,,2020-07-20 15:04:00,2021-06-16 17:20:00,,,,VR2W,69,126185,,,No,LNRLS,No
UVM-024,UVM,24,1,,,44.59813,-73.40398,,,2020-07-20 16:00:00,,20,,,VR2W,69,125203,,,No,LCTRT,No
UVM-025,UVM,25,1,,,44.55953,-73.40677,,,2020-07-20 16:00:00,,38.7,,,VR2W,69,125213,,,No,LCTRT,No
UVM-026,UVM,26,1,,,44.46938,-73.24335,,,2020-07-20 16:00:00,,29.1,,,VR2W,69,125208,,,No,LCTRT,No
LNR-304,LNR,304,5,,,43.27718,-79.03406,,,2020-07-21 14:45:00,2021-07-19 18:12:00,,,,VR2W,69,124829,,,No,LNRLS,No
BBS-016,BBS,16,8,,,46.85629,-84.52847,,,2020-07-21 15:05:00,2021-07-27 15:34:00,10.5,1,9.5,VR2W,69,126014,Gardner W,"",No,LSELS,No
PLC-005,PLC,5,8,,,41.88319,-83.35292,,,2020-07-21 15:31:00,,3.7,0.8,3.7,VRXM,69,667150,Buszkiewicz J,"",No,LEGRC,No
GBE-001,GBE,1,1,44.57701,-87.91426,44.57701,-87.91426,44.57701,-87.91426,2020-07-21 15:32:00,2020-10-29 18:00:00,,,,VR2W,69,108359,"","",Yes,GBSTG,No
SMS-008,SMS,8,4,,,46.51558,-84.24497,,,2020-07-21 15:36:00,,11,,,VR2AR,69,546230,"Sumner, L","",No,GARLS,No
BBS-018,BBS,18,7,,,46.85065,-84.53085,,,2020-07-21 15:43:00,2021-07-27 16:18:00,12.2,1,11.2,VR2W,69,112933,Gardner W,"",No,LSELS,No
UVM-027,UVM,27,1,,,44.37300,-73.30145,,,2020-07-21 16:00:00,,44.1,,,VR2W,69,125212,,,No,LCTRT,No
UVM-028,UVM,28,1,,,44.31783,-73.30490,,,2020-07-21 16:00:00,,26,,,VR2W,69,125201,,,No,LCTRT,No
UVM-029,UVM,29,1,,,44.26960,-73.33180,,,2020-07-21 16:00:00,,21.7,,,VR2W,69,123538,,,No,LCTRT,No
UVM-030,UVM,30,1,,,44.29215,-73.33758,,,2020-07-21 16:00:00,,58,,,VR2W,69,123549,,,No,LCTRT,No
UVM-031,UVM,31,1,,,44.36617,-73.34932,,,2020-07-21 16:00:00,,46,,,VR2W,69,125204,,,No,LCTRT,No
GBE-005,GBE,5,1,44.55879,-87.99605,44.55879,-87.99605,44.55879,-87.99605,2020-07-21 16:25:00,2020-10-26 17:00:00,,,,VR2W,69,113458,"","",No,GBSTG,No
BBS-020,BBS,20,8,,,46.84518,-84.53291,,,2020-07-21 16:26:00,2021-07-28 13:34:00,11,1,10,VR2W,69,113279,Gardner W,"",No,LSELS,No
LNR-303,LNR,303,5,,,43.27113,-79.06135,,,2020-07-21 16:36:00,2021-07-23 17:24:00,,,,VR2W,69,480525,,,No,LNRLS,No
GBE-004,GBE,4,1,44.53991,-87.98859,44.53991,-87.98859,44.53991,-87.98859,2020-07-21 16:48:00,2020-11-19 14:30:00,,,,VR2W,69,105470,"","",Yes,GBSTG,No
BBS-068,BBS,68,5,,,46.89021,-84.41824,,,2020-07-21 17:55:00,,10.1,1,9.1,VR2W,69,128802,Gardner W,"",No,LSELS,No
BBS-103,BBS,103,5,,,46.89251,-84.41003,,,2020-07-21 18:02:00,2021-08-03 17:09:00,40.2,1,39.2,VR2W,69,124724,Gardner W,"",No,LSELS,No
BBS-067,BBS,67,5,,,46.89429,-84.40185,,,2020-07-21 18:09:00,2021-08-03 16:24:00,44.7,1,43.7,VR2W,69,128799,Gardner W,"",No,LSELS,No
BBS-065,BBS,65,6,,,46.89642,-84.39301,,,2020-07-21 18:17:00,2021-08-03 15:32:00,39,1,38,VR2W,69,129147,Gardner W,"",No,LSELS,No
LEG-225,LEG,225,1,,,42.74943,-79.41683,,,2020-07-22 02:45:00,2021-08-09 15:05:00,,,12,VR2AR,69,547082,"Ives,G; Norrie, D; WernerT",,No,LEGRD,No
GBE-002,GBE,2,1,44.65120,-87.98320,44.65120,-87.98320,44.65120,-87.98320,2020-07-22 14:05:00,2020-10-26 15:30:00,,,,VR2W,69,114493,"","",Yes,GBSTG,No
SWK-001,SWK,1,2,,,43.79360,-76.49078,,,2020-07-22 14:32:00,,,,,VR2W,69,126989,Adam Rupnik,"",No,LODWC,No
SWK-002,SWK,2,2,,,43.78598,-76.46117,,,2020-07-22 15:16:00,2021-10-01 15:25:00,,,,VR2W,69,109468,Adam Rupnik,"",No,LODWC,No
OCO-005,OCO,5,1,44.89813,-87.82233,44.89813,-87.82233,44.89813,-87.82233,2020-07-22 15:47:00,2020-10-26 17:00:00,,,,VR2W,69,105469,"","",Yes,GBSTG,No
SWK-003,SWK,3,2,,,43.79970,-76.43862,,,2020-07-22 16:02:00,2021-10-01 14:59:00,,,,VR2W,69,109890,Adam Rupnik,"",No,LODWC,No
SWK-004,SWK,4,2,,,43.77770,-76.43273,,,2020-07-22 17:00:00,2021-10-01 13:49:00,,,,VR2W,69,109938,Adam Rupnik,"",No,LODWC,No
GBE-007,GBE,7,1,45.13895,-87.59625,45.13895,-87.59625,45.13895,-87.59625,2020-07-22 17:45:00,2020-10-26 20:00:00,,,,VR2TX,69,484935,"","",Yes,GBSTG,No
SMS-007,SMS,7,4,,,46.53683,-84.21086,,,2020-07-22 18:31:00,,13.5,,,VR2AR,69,546234,"Sumner, L","",No,GARLS,No
SMS-010,SMS,10,1,,,46.52702,-84.16167,,,2020-07-22 18:53:00,,13,,,VR2AR,69,546239,"Sumner, L","",No,GARLS,No
SMS-006,SMS,6,3,,,46.53192,-84.13150,,,2020-07-22 19:21:00,,10,,,VR2AR,69,546238,"Sumner, L","",No,GARLS,No
LKG-004,LKG,4,4,,,46.50832,-84.11334,,,2020-07-22 19:49:00,,8.1,,,VR2AR,69,546235,"Sumner, L","",No,GARLS,No
LKG-002,LKG,2,4,,,46.46220,-84.11505,,,2020-07-22 20:37:00,,9.1,,,VR2AR,69,546233,"Sumner, L","",No,GARLS,No
LKG-003,LKG,3,4,,,46.46632,-84.13577,,,2020-07-22 20:52:00,,13.5,,,VR2AR,69,546236,"Sumner, L","",No,GARLS,No
SWK-005,SWK,5,2,,,43.79157,-76.40977,,,2020-07-23 13:20:00,2021-10-01 13:30:00,,,,VR2W,69,109952,Adam Rupnik,"",No,LODWC,No
SWK-006,SWK,6,2,,,43.76970,-76.40438,,,2020-07-23 13:32:00,2021-09-30 18:47:00,,,,VR2W,69,110553,Adam Rupnik,"",No,LODWC,No
SWK-007,SWK,7,2,,,43.78410,-76.37470,,,2020-07-23 13:45:00,2021-09-30 18:15:00,,,,VR2W,69,126694,Adam Rupnik,"",No,LODWC,No
SWK-008,SWK,8,2,,,43.76205,-76.37472,,,2020-07-23 13:54:00,2021-09-30 17:45:00,,,,VR2W,69,127940,Adam Rupnik,"",No,LODWC,No
SWK-009,SWK,9,2,,,43.77708,-76.35018,,,2020-07-23 14:12:00,2021-09-30 17:05:00,,,,VR2W,69,127948,Adam Rupnik,"",No,LODWC,No
SWK-010,SWK,10,2,,,43.75438,-76.34545,,,2020-07-23 14:35:00,2021-09-30 16:40:00,,,,VR2W,69,128123,Adam Rupnik,"",No,LODWC,No
GEN-021,GEN,21,2,,,43.25451,-77.57105,,,2020-07-23 17:00:00,2021-06-04 17:40:00,,,,VR2W,69,128098,,,No,LNRLS,No
SMU-045,SMU,45,7,,,46.50393,-84.39433,,,2020-07-23 17:38:00,2021-06-11 17:42:00,4,1,3,VR2W,69,119670,Gardner W,"",No,LSELS,No
GEN-018,GEN,18,2,,,43.26970,-77.59667,,,2020-07-23 18:10:00,2021-06-04 18:55:00,,,,VR2W,69,128100,,,No,LNRLS,No
GEN-016,GEN,16,2,,,43.27409,-77.61116,,,2020-07-23 19:00:00,2021-06-04 20:44:00,,,,VR2W,69,128101,,,No,LNRLS,No
SWK-011,SWK,11,2,,,43.76938,-76.32107,,,2020-07-24 14:00:00,2021-09-30 15:55:00,,,,VR2W,69,128129,Adam Rupnik,"",No,LODWC,No
SWK-012,SWK,12,2,,,43.74643,-76.31625,,,2020-07-24 14:16:00,2021-09-30 15:25:00,,,,VR2W,69,128130,Adam Rupnik,"",No,LODWC,No
SWK-013,SWK,13,2,,,43.76137,-76.29148,,,2020-07-24 14:28:00,2021-09-30 15:07:00,,,,VR2W,69,128137,Adam Rupnik,"",No,LODWC,No
SWK-014,SWK,14,2,,,43.73627,-76.29017,,,2020-07-24 14:43:00,2021-09-30 14:35:00,,,,VR2W,69,128138,Adam Rupnik,"",No,LODWC,No
GEN-038,GEN,38,2,,,43.23576,-77.61656,,,2020-07-24 14:45:00,2021-06-07 12:39:00,,,,VR2W,69,124839,,,No,LNRLS,No
SWK-016,SWK,16,2,,,43.74032,-76.26362,,,2020-07-24 14:56:00,2021-09-30 14:10:00,,,,VR2W,69,128167,Adam Rupnik,"",No,LODWC,No
CPV-001,CPV,1,3,,,44.12492,-76.35000,,,2020-07-24 15:00:00,2021-09-29 14:00:00,,,,VR2W,69,128163,"Elliott, C",W24-CPV1,No,ELOMA,No
SWK-015,SWK,15,2,,,43.76277,-76.27178,,,2020-07-24 15:10:00,2021-09-30 13:45:00,,,,VR2W,69,128155,Adam Rupnik,"",No,LODWC,No
CHB-004,CHB,4,3,,,46.66723,-90.88781,46.66723,-90.88781,2020-07-24 15:38:00,2021-06-24 13:49:00,4,1,4,VR2W,69,131774,Schloesser J,4th opening in wall,No,LSSLS,No
UVM-010,UVM,10,2,,,44.41418,-73.36262,,,2020-07-24 16:00:00,,66.9,,,VR2W,69,110551,,,No,LCTRT,No
UVM-013,UVM,13,2,,,44.44640,-73.33237,,,2020-07-24 16:00:00,,12.3,,,VR2W,69,126806,,,No,LCTRT,No
UVM-014,UVM,14,2,,,44.43623,-73.33143,,,2020-07-24 16:00:00,,11.9,,,VR2W,69,126808,,,No,LCTRT,No
UVM-016,UVM,16,2,,,44.45170,-73.32922,,,2020-07-24 16:00:00,,9.6,,,VR2W,69,126814,,,No,LCTRT,No
UVM-018,UVM,18,2,,,44.44608,-73.38522,,,2020-07-24 16:00:00,,28.9,,,VR2Tx,69,480561,,,No,LCTRT,No
UVM-019,UVM,19,2,,,44.50518,-73.38295,,,2020-07-24 16:00:00,,30.7,,,VR2W,69,110537,,,No,LCTRT,No
UVM-020,UVM,20,2,,,44.50127,-73.36663,,,2020-07-24 16:00:00,,23.8,,,VR2W,69,110540,,,No,LCTRT,No
UVM-021,UVM,21,2,,,44.49100,-73.35005,,,2020-07-24 16:00:00,,9.4,,,VR2W,69,110541,,,No,LCTRT,No
BFH-027,BFH,27,2,,,42.85083,-78.87720,,,2020-07-24 16:04:00,,,,,VR2W,69,130915,"Driscoll C., Zuppelli J., DePriest T.","",Yes,BHMUS,No
GEN-035,GEN,35,2,,,43.21174,-77.62593,,,2020-07-24 16:20:00,2021-06-07 15:33:00,,,,VR2W,69,121106,,,No,LNRLS,No
BFH-025,BFH,25,3,,,42.86399,-78.88613,,,2020-07-24 16:23:00,2021-04-08 18:00:00,,,,VR2W,69,133395,"Driscoll C., Zuppelli J., DePriest T.","",Yes,BHMUS,No
BFH-026,BFH,26,3,,,42.85849,-78.88268,,,2020-07-24 16:26:00,2020-12-17 17:03:00,,,,VR2W,69,130912,"Driscoll C., Zuppelli J., DePriest T.","",Yes,BHMUS,No
